Likely to Change Occupation,Geographic Mobility,Professional Networks,Job Satisfaction,Work-Life Balance,Skills Gap,Salary,Job Security,Years of Experience,Age,Job Opportunities,Industry Growth Rate
0,0,4,10,7,9,133575,1,8,41,83,High
0,1,1,10,6,4,105309,6,30,33,31,Low
1,0,5,6,6,7,96021,1,24,34,10,High
1,1,2,2,2,7,65866,4,11,22,29,Low
0,1,9,6,6,2,166376,2,27,45,63,Low
0,0,10,8,4,4,102821,8,16,46,40,Medium
1,0,7,3,6,10,171333,9,33,46,73,Low
1,0,9,4,2,2,129531,3,38,30,51,High
1,0,2,5,4,9,118786,7,11,29,89,High
1,0,8,6,7,7,46306,2,35,53,73,Medium
1,1,1,1,3,6,86947,2,34,32,84,Medium
0,0,7,10,2,1,184114,1,32,24,10,Low
1,0,1,2,5,4,114184,2,24,45,19,Low
0,0,8,6,4,8,74034,5,4,39,77,Low
1,1,6,3,8,5,126065,10,12,22,89,Low
1,0,7,7,6,2,108694,4,1,46,84,High
0,1,4,6,4,8,170886,6,31,22,78,Low
1,1,1,9,7,3,139749,5,28,59,81,Low
1,1,10,2,10,8,176338,9,39,58,12,Medium
0,0,2,10,10,1,98248,10,19,56,53,Low
0,0,10,8,6,9,146208,2,26,33,26,High
1,1,6,3,10,1,191404,4,1,22,85,Low
0,0,3,5,4,3,98791,5,23,30,40,Low
1,0,10,2,2,7,49711,7,12,59,66,Medium
0,0,3,6,7,4,104476,1,31,53,4,Low
0,1,8,8,6,10,126984,4,20,54,25,High
0,0,4,6,8,10,75431,7,39,53,95,Low
0,0,3,10,6,7,84361,2,11,57,93,High
0,0,1,10,8,10,178582,7,30,39,35,Medium
0,1,8,10,7,5,57486,6,19,27,98,Medium
0,1,1,10,9,7,178973,3,33,46,7,Low
1,1,9,1,7,5,95864,4,29,41,40,Medium
0,0,8,10,5,4,69351,1,8,28,40,High
1,0,1,10,3,8,187991,1,10,21,75,Low
0,0,4,9,1,5,130169,3,8,41,5,High
0,0,4,5,2,10,111023,3,20,30,78,Low
1,0,10,4,3,1,109572,2,6,45,8,High
1,0,5,2,8,2,30321,4,32,34,89,High
0,0,2,8,6,8,188585,7,20,23,66,High
0,0,9,7,1,6,70060,8,24,36,83,Low
1,0,1,1,3,5,56880,4,1,50,26,Medium
1,0,5,4,4,7,74533,6,14,43,46,High
1,0,8,7,9,10,42029,1,34,31,37,Low
1,0,3,4,7,4,59330,5,25,47,17,High
0,0,8,10,6,9,125624,3,17,38,86,Low
1,0,5,1,5,2,174766,5,30,56,55,Low
0,1,1,8,6,4,152703,4,8,58,51,Low
1,0,3,2,4,6,79058,3,29,24,28,High
1,0,3,3,10,3,78269,4,6,24,34,Medium
0,0,3,6,10,5,177729,7,5,23,87,Medium
0,1,7,7,7,8,56381,10,9,45,88,Medium
1,0,8,3,7,8,157561,2,14,21,80,High
0,0,7,5,4,5,81382,6,34,21,56,High
1,0,1,10,7,6,91434,2,34,37,1,High
0,0,10,7,5,1,143309,8,3,22,67,High
0,1,10,8,4,7,82622,2,0,38,91,Medium
0,1,5,8,10,9,199152,7,15,42,64,Medium
1,1,6,5,1,3,34675,7,5,55,47,High
1,0,6,7,9,4,43616,4,16,58,34,Low
1,0,7,3,10,10,70673,4,5,53,81,Low
0,0,9,7,9,3,98769,6,12,21,51,High
0,0,7,6,1,5,185513,3,26,59,36,Low
1,0,9,1,3,5,100259,4,23,32,47,High
1,0,10,1,4,1,185478,8,19,56,7,Low
1,0,6,9,4,4,174172,1,11,32,76,Medium
1,0,1,1,3,5,64764,9,27,22,9,Low
0,0,7,8,1,6,186453,10,0,49,31,Medium
1,0,4,3,8,1,139334,1,38,33,4,High
0,0,9,6,1,10,122861,6,10,39,45,High
1,0,4,4,10,7,187606,2,6,45,1,Low
1,0,8,1,8,10,174008,10,34,47,30,High
1,0,4,9,1,9,33999,2,37,35,77,Low
1,1,5,8,8,2,59903,6,23,49,24,Low
0,1,2,6,8,1,150409,5,39,26,36,High
1,0,8,4,2,5,155553,10,31,51,53,Low
0,0,1,10,1,9,155671,4,1,47,58,High
1,1,8,8,6,2,141194,3,18,20,96,High
0,0,7,7,4,1,118807,7,3,25,7,High
0,0,9,10,7,1,89844,4,14,34,32,High
0,0,5,10,2,1,111518,1,32,28,63,High
0,1,9,8,8,1,197269,10,27,25,85,High
1,0,4,2,8,9,37452,1,15,48,29,Low
0,1,7,10,5,5,135338,7,35,55,1,Medium
0,1,10,9,4,5,175208,9,38,34,16,High
1,0,10,3,5,5,31914,2,29,54,64,Low
0,1,7,9,10,2,52387,2,4,49,42,Medium
1,1,4,10,5,9,73057,2,22,33,85,High
0,1,6,8,6,1,143868,3,32,25,9,Medium
0,0,5,8,9,10,110995,10,39,59,13,Low
0,0,4,10,4,7,85875,5,36,47,3,Low
0,0,9,9,1,3,97313,9,19,22,89,Medium
1,0,10,7,9,6,158315,5,36,58,88,Medium
0,0,1,10,3,8,174259,1,34,53,64,High
0,1,4,8,3,10,139240,6,16,56,57,High
1,1,1,1,8,5,134794,9,24,49,66,Low
0,0,6,9,8,2,63048,2,9,42,30,High
0,1,5,7,4,10,102134,5,18,25,72,High
0,1,4,6,2,2,147890,4,11,53,71,Low
0,0,2,8,9,2,77123,5,33,29,21,Medium
1,0,2,4,10,1,128816,4,20,23,91,High
0,0,1,10,9,1,192337,7,29,47,68,Medium
1,0,9,3,3,6,53787,9,24,52,22,Medium
0,0,6,9,8,10,95897,4,12,54,24,Low
0,0,1,7,1,4,197682,2,4,37,27,Low
1,0,5,8,8,8,55399,9,2,40,46,Medium
0,0,3,7,5,3,164974,1,32,55,36,Medium
1,0,2,4,5,7,71379,2,38,30,26,Low
0,0,3,7,5,7,85828,6,39,50,42,Low
0,1,8,10,2,9,104507,9,23,45,15,High
1,1,10,5,9,10,86356,7,29,53,100,Low
0,1,8,5,10,8,71903,3,6,23,29,High
0,1,1,7,4,7,58976,7,30,47,26,Low
0,1,4,9,2,10,64492,2,28,58,45,High
1,0,10,2,1,9,36842,7,14,48,83,Low
1,0,1,3,10,5,47798,7,3,44,72,Low
1,1,6,2,10,10,148382,5,24,26,73,High
0,1,1,9,2,3,107557,6,33,58,88,High
1,1,8,4,1,4,94669,2,7,20,34,High
1,0,4,3,2,5,94148,10,3,34,24,High
1,1,1,3,8,5,57171,8,20,46,80,Low
1,0,8,1,1,2,171354,4,35,40,70,Medium
0,0,1,10,6,10,62598,3,33,27,40,Medium
1,0,2,1,6,1,38875,10,15,55,25,High
1,1,4,1,6,1,125694,4,34,22,89,Medium
0,1,3,7,6,7,114371,10,36,41,71,Low
1,0,1,1,8,9,86000,6,10,44,71,Low
1,1,3,2,3,1,148774,3,31,23,14,Low
0,0,5,5,9,6,50536,10,20,30,7,Medium
0,0,10,10,4,3,72639,9,18,32,73,Medium
1,0,1,4,8,10,115614,6,23,20,84,Low
0,0,4,7,3,10,81203,7,20,22,70,High
1,0,9,3,4,3,107004,7,18,32,51,Medium
1,0,9,1,5,1,145649,6,29,23,28,Low
0,0,1,7,4,5,105379,6,24,25,8,Medium
1,0,6,2,7,5,49921,9,12,59,54,Low
1,0,9,1,10,7,168070,5,39,55,55,Low
0,0,7,9,9,3,144274,4,6,40,55,Low
1,0,9,3,10,9,33582,7,23,24,87,Medium
1,1,10,2,6,9,71198,4,8,40,3,Low
1,1,6,9,5,6,42424,4,19,45,11,Medium
0,0,5,8,4,1,120143,3,5,58,7,Low
1,0,8,1,4,2,166773,4,19,32,43,High
1,0,3,10,8,5,66830,3,29,40,76,Low
1,0,4,4,10,5,130859,6,30,55,66,Medium
1,0,9,9,8,4,31499,1,1,40,80,Low
1,0,6,10,9,8,31836,4,11,43,30,Medium
1,0,9,3,3,6,95824,7,0,41,73,High
1,0,7,3,7,8,32582,6,15,20,20,Medium
1,1,7,5,7,6,30160,6,21,20,100,High
1,0,5,1,1,10,97010,9,18,50,87,Medium
0,1,6,7,7,6,84266,7,14,30,48,High
1,0,3,3,8,5,148873,2,4,39,68,Low
0,0,9,10,10,4,81449,1,20,29,95,High
1,1,10,2,9,5,63113,3,34,53,13,Medium
1,0,9,3,9,3,111975,2,5,30,12,High
1,0,9,8,1,1,156117,9,34,28,63,Low
1,0,5,3,1,3,144927,4,18,33,89,High
1,0,2,2,6,7,125662,1,11,41,34,Low
0,0,7,6,10,10,118319,5,32,20,60,Medium
0,0,10,10,1,9,147674,6,16,27,16,High
1,1,6,2,6,3,34725,7,8,29,9,High
0,0,8,7,3,7,81498,5,29,46,38,Low
0,1,7,5,8,10,66411,5,2,38,88,Low
0,0,5,9,9,2,53716,1,4,21,30,Low
0,0,7,6,5,9,146864,9,16,56,85,Low
0,0,9,9,3,6,103082,9,30,38,21,High
0,0,6,9,3,5,173211,10,25,53,94,Low
1,0,2,2,2,2,164947,6,39,40,51,Low
0,1,8,6,8,6,89500,6,0,25,16,High
1,0,6,4,1,8,146876,4,17,28,52,Low
1,1,9,4,5,9,192775,7,25,54,5,High
1,0,3,2,1,5,193758,8,9,46,78,Low
0,1,2,7,9,2,87265,1,6,36,6,Medium
1,1,6,2,2,1,128878,2,28,39,53,High
0,0,1,7,2,1,51893,1,4,48,79,Low
0,1,7,5,1,5,87191,7,37,45,66,Low
0,0,8,6,1,2,61635,8,15,49,38,High
1,0,7,1,9,8,65933,4,11,57,20,High
0,0,8,6,3,10,184292,8,25,31,33,Medium
0,0,3,10,5,5,130292,6,23,22,49,High
1,1,2,1,5,7,76276,2,19,27,55,High
1,1,8,6,5,1,66923,10,25,33,1,High
0,1,7,8,7,7,69741,5,15,57,45,Low
0,0,2,8,6,10,64648,7,30,48,85,Low
0,1,10,9,8,3,121541,7,20,32,94,Medium
1,1,1,4,3,7,89593,9,2,38,12,Low
0,0,4,8,7,4,67122,10,1,31,40,Low
0,0,4,10,9,9,173062,7,6,34,18,Low
0,0,1,9,5,4,144538,4,19,25,81,Medium
0,0,2,6,1,8,106802,8,3,56,11,Low
1,1,5,2,9,9,131708,9,25,45,75,Low
1,1,1,3,9,5,185780,3,26,52,58,Medium
1,1,2,3,2,10,39935,2,4,51,46,Low
1,0,2,2,4,1,112756,7,34,31,64,Medium
1,0,2,4,8,9,54319,10,27,38,95,Medium
1,0,6,1,3,5,105182,2,34,29,78,High
0,0,8,6,3,10,124283,8,13,59,14,High
0,1,2,9,9,10,118650,3,23,43,61,High
0,0,2,9,3,8,121581,3,22,46,38,High
1,0,10,1,7,10,130503,2,1,27,47,Low
1,0,10,2,4,6,186532,7,22,42,29,Medium
0,0,5,10,6,5,53424,10,34,40,19,Medium
1,0,4,2,7,5,103601,1,0,39,68,High
1,0,6,10,10,7,48229,9,5,53,42,Medium
0,1,6,7,1,1,128529,4,27,26,43,High
1,0,1,1,4,1,143956,3,28,45,19,Low
0,1,7,5,2,5,137291,1,4,28,51,High
1,1,4,3,1,6,36373,4,1,49,29,High
0,0,4,7,4,9,148731,1,26,52,99,Low
0,1,4,5,7,4,76556,5,16,22,44,High
0,1,8,10,7,5,183814,5,4,36,5,Low
0,0,5,10,1,3,113910,7,18,45,52,High
1,0,1,3,5,10,170503,4,24,48,40,High
0,0,1,7,2,1,162322,10,4,36,86,Medium
1,1,4,9,8,1,39768,2,26,22,33,Medium
0,1,8,5,10,5,70453,4,5,59,26,High
0,1,5,8,1,8,117346,7,26,32,49,Medium
0,0,8,5,4,4,110047,1,28,30,64,Medium
0,0,10,6,8,1,62625,4,33,38,20,Medium
0,1,1,6,9,2,96428,4,28,25,18,High
1,0,6,9,7,8,36671,7,38,53,45,Low
1,1,9,4,5,10,89339,9,33,42,22,Medium
1,0,5,2,7,4,158852,1,21,38,52,Medium
1,0,3,6,4,7,32496,5,11,31,11,High
1,1,8,1,10,5,40150,8,23,47,19,High
1,1,4,1,9,8,137738,6,36,55,44,Medium
1,1,5,6,4,3,85772,9,30,42,71,Medium
1,1,6,2,10,7,130124,6,29,32,4,High
1,1,3,10,5,10,35030,1,13,40,31,Medium
0,0,1,8,7,2,138368,2,19,27,52,High
1,0,9,10,4,7,41778,5,7,48,49,Medium
1,1,10,4,6,7,146841,1,0,34,9,Low
0,1,6,9,7,9,194248,5,36,52,30,Medium
1,1,9,2,7,9,95680,10,19,31,95,Low
1,0,2,3,7,8,43474,6,5,59,1,Low
1,1,5,9,4,4,48507,4,17,24,100,Low
1,0,9,4,7,2,108164,3,9,32,38,High
1,0,1,3,4,10,73729,1,39,20,88,High
0,0,2,5,8,7,178756,2,0,45,85,Medium
1,0,1,3,6,3,35710,8,38,47,19,Medium
0,0,6,6,6,3,60421,2,16,26,90,Low
1,1,6,4,6,10,173957,7,16,37,47,Medium
0,1,2,9,8,2,76955,7,11,58,6,High
0,0,2,6,10,10,165634,7,38,38,7,High
1,1,3,2,8,8,168633,9,8,24,80,Medium
1,0,1,1,7,7,134305,7,0,37,10,Low
1,0,9,3,8,2,129082,9,4,31,70,High
1,0,5,1,3,5,118859,10,26,32,91,Medium
1,0,1,1,10,9,33694,3,39,30,53,Low
0,1,5,8,6,6,175568,6,23,51,70,High
1,1,8,6,8,10,149035,1,1,58,46,High
0,0,6,9,9,2,133970,1,39,35,18,Medium
1,0,3,3,3,8,190802,8,29,49,67,Low
0,0,5,7,4,4,147606,6,39,46,82,Medium
1,1,5,9,10,5,172054,8,22,54,90,High
1,0,6,4,5,9,38842,6,38,45,20,Medium
0,0,5,10,3,4,50659,1,7,33,79,Low
0,0,8,5,10,8,131816,10,4,42,4,High
1,1,8,3,7,8,37856,5,28,55,20,Medium
1,0,8,3,3,9,154297,7,37,40,15,High
1,0,9,1,9,10,39463,4,23,57,40,High
0,0,7,10,5,4,161351,6,26,55,52,High
0,0,2,9,5,9,104201,3,1,26,12,Low
1,0,8,5,10,10,161091,3,10,49,39,Medium
0,1,6,5,9,4,154492,4,28,56,33,Low
1,0,1,10,8,10,151449,3,33,49,82,High
1,0,9,3,6,4,114493,10,27,50,35,Medium
1,0,10,9,10,8,32668,2,0,46,92,Low
1,1,1,4,4,6,169730,7,15,36,95,Medium
0,0,9,6,2,1,199105,6,21,48,37,Low
0,0,1,10,4,4,107424,7,17,28,64,Medium
0,0,6,10,9,10,188533,3,2,29,68,Low
1,0,6,4,3,4,45236,4,21,50,90,High
0,1,5,5,6,6,171795,3,19,45,69,Low
1,0,6,4,2,8,129034,5,12,32,88,Medium
1,0,10,3,3,9,150231,10,19,45,50,High
0,0,3,7,9,10,85802,10,35,32,73,Low
0,0,2,9,1,1,56995,10,26,30,59,High
1,0,3,2,1,3,165724,4,36,35,47,Medium
0,1,5,8,1,7,178920,10,14,25,100,Medium
1,0,4,4,8,2,106288,9,24,54,63,Low
0,1,8,7,3,6,104892,9,13,55,1,High
1,1,1,3,5,6,90060,3,37,21,68,High
1,0,5,4,1,10,194195,7,34,39,89,High
1,0,4,3,2,5,180384,3,25,41,78,Medium
1,1,5,3,6,9,184337,9,24,27,87,Low
1,0,7,4,3,7,138564,3,25,56,50,High
0,0,7,9,8,2,181013,5,0,49,41,Low
0,1,1,6,9,1,72973,8,29,41,4,Low
1,0,1,2,5,10,148791,1,29,46,40,Medium
0,1,5,7,7,1,188526,5,30,30,66,Low
1,0,2,3,4,1,109968,9,19,30,66,Medium
1,0,6,4,3,5,164988,8,28,49,8,High
0,0,4,5,3,7,68179,9,36,21,82,Low
0,0,3,9,8,9,189703,6,19,31,9,High
1,0,10,2,8,8,182183,3,13,34,90,Low
0,1,7,9,10,6,113433,6,7,38,90,Medium
1,1,9,8,10,10,46011,2,7,52,86,High
1,0,7,7,5,7,35926,9,27,34,56,Low
0,1,5,7,2,2,135955,9,27,35,73,Medium
1,0,7,9,7,10,34668,2,9,43,26,High
0,0,4,9,5,6,64296,5,17,20,34,Low
1,0,1,2,4,10,181338,9,3,36,45,Low
1,1,8,3,9,1,54555,1,20,25,71,Low
0,0,9,5,10,1,146952,10,20,50,22,Medium
0,1,1,9,8,7,111214,7,18,39,35,Low
1,1,4,2,8,4,193789,10,10,35,54,Medium
1,0,3,8,7,10,196124,10,23,26,17,Low
1,0,1,8,9,5,37228,5,14,39,66,High
0,0,6,6,10,8,118716,10,39,42,14,Low
1,0,6,9,2,4,139267,5,21,48,84,Medium
0,0,6,7,7,6,98154,6,7,24,32,High
1,0,3,4,4,3,132629,8,21,45,84,Medium
0,0,8,6,9,3,190132,2,11,49,57,Low
0,0,6,9,1,2,172348,1,16,51,30,High
1,1,7,5,4,1,195129,6,22,57,94,High
0,0,3,5,7,7,54571,1,31,49,46,High
0,0,10,8,1,2,78477,7,1,30,4,High
1,1,3,3,8,5,133036,9,21,41,41,High
0,0,3,8,4,3,110395,9,21,57,42,High
0,0,5,8,1,10,160900,8,27,36,20,Low
0,0,2,10,6,10,156046,9,16,49,63,High
1,0,6,4,1,3,155140,7,3,56,90,High
0,0,3,6,1,2,92128,10,16,41,24,Low
0,1,5,9,5,1,173967,9,4,54,24,Low
1,1,1,8,2,1,48807,7,26,28,12,High
0,1,6,10,5,6,142099,6,34,37,48,Low
1,0,7,8,7,10,175943,3,6,59,84,Low
1,1,10,1,1,6,155780,4,33,20,78,Medium
1,1,9,1,4,9,48434,6,38,28,99,Medium
0,0,8,6,3,4,142048,9,7,23,77,Medium
0,0,2,10,5,9,53094,8,26,59,60,Medium
1,0,10,3,6,3,159451,4,3,45,30,High
1,1,3,3,6,7,152765,1,1,55,44,High
0,0,6,5,4,10,101198,9,15,22,61,High
1,1,5,6,9,6,37498,3,8,40,9,Low
1,0,8,1,1,5,78554,7,14,35,5,Medium
1,0,9,10,7,10,59835,7,9,48,55,Medium
0,1,8,6,9,4,198448,8,11,29,82,High
0,1,7,8,3,4,85665,2,10,52,23,Medium
0,0,8,8,6,4,63352,4,36,39,76,Low
1,1,1,6,7,10,188073,9,13,36,94,Medium
1,0,4,5,5,7,138080,2,15,56,46,Medium
1,0,8,9,10,7,199141,2,4,22,48,Medium
1,0,8,2,10,5,167573,8,23,36,78,Low
0,0,3,5,9,1,122378,7,10,43,55,Low
0,0,10,5,7,4,65901,2,2,41,40,Medium
1,0,2,7,7,4,103758,6,22,24,13,Medium
1,0,2,1,7,2,177391,9,36,20,94,Low
0,0,8,8,2,8,124657,8,14,39,47,Low
0,0,4,7,1,10,171342,7,6,24,72,Low
0,1,3,10,5,9,50204,4,4,40,88,High
1,0,6,3,4,10,88616,1,22,49,23,Low
0,0,1,10,6,9,173878,5,20,32,79,Medium
0,0,5,8,8,9,76616,1,27,54,24,Low
0,0,10,5,3,1,132366,6,9,25,8,Medium
1,0,8,5,6,8,113790,1,31,59,82,High
0,0,10,8,7,10,68904,3,28,50,85,Medium
1,0,10,3,5,8,50576,4,24,40,57,Medium
0,1,2,6,7,2,177728,2,36,57,24,High
0,0,2,8,8,2,78212,1,24,45,45,Low
0,0,7,7,8,2,75749,5,2,37,47,Low
0,0,4,5,2,3,183458,5,6,39,76,High
0,0,1,5,10,2,159790,8,34,45,35,Low
0,0,6,6,10,7,148151,9,10,59,72,Medium
1,1,4,3,8,3,41940,8,20,43,81,Medium
1,1,9,9,10,5,167808,4,15,35,63,Low
1,0,3,6,2,1,183983,1,2,42,87,Low
1,1,5,1,1,4,106745,6,19,40,69,Medium
1,0,2,3,8,4,100422,3,23,22,49,High
1,0,4,2,9,2,171344,5,24,38,45,Medium
1,0,4,3,4,3,150205,5,20,53,79,Medium
1,0,3,4,8,5,68430,2,14,59,62,Medium
1,1,1,9,5,5,180191,9,37,59,58,Low
0,1,8,10,10,4,51080,10,12,52,35,Medium
0,0,8,8,7,1,74432,8,29,48,78,Medium
0,0,1,10,7,9,107022,2,30,53,35,Low
1,0,3,2,10,10,137885,6,21,33,76,Low
0,0,5,6,3,5,130329,4,37,50,88,Low
1,0,8,8,10,3,129367,3,30,22,56,Low
1,1,9,10,5,2,122112,3,3,45,5,Medium
0,0,7,8,5,6,94639,4,34,37,87,Medium
0,0,6,8,4,7,150123,5,11,47,94,Low
1,0,5,3,8,1,32264,2,32,21,62,High
1,1,8,3,10,5,136596,5,26,30,10,High
0,1,2,6,2,9,98632,2,19,33,64,Medium
1,1,3,2,9,6,159118,8,2,42,18,High
1,0,4,3,5,9,102756,5,28,54,15,High
1,1,3,4,8,8,46321,3,36,23,33,High
1,0,8,3,9,4,187372,4,6,23,7,Medium
1,1,1,5,1,6,198736,4,0,43,50,Medium
0,1,5,8,5,3,198214,3,39,44,48,Medium
0,1,1,8,1,7,111947,9,30,50,92,Medium
1,1,5,3,1,10,114226,10,18,36,29,High
0,0,2,7,10,1,146938,5,15,46,64,High
1,0,7,4,6,5,82404,3,35,43,59,Low
1,1,4,5,10,3,87309,8,10,38,59,Low
1,1,5,9,9,5,197691,10,9,28,51,High
1,0,4,3,5,3,181590,3,1,20,30,High
1,0,8,1,3,1,185696,3,38,30,28,Medium
1,0,10,2,4,6,45792,1,20,48,1,High
0,0,9,5,6,5,107677,3,39,32,52,Medium
0,0,8,10,2,7,57305,1,3,29,37,Low
0,0,9,9,1,7,122185,1,7,52,7,Low
0,1,5,9,7,1,107775,7,23,47,79,High
1,0,8,10,4,2,169397,8,18,29,67,Low
0,0,9,5,10,1,105195,4,33,57,7,High
0,0,9,6,6,4,140634,7,19,43,97,Medium
0,0,10,8,2,10,109863,5,13,25,64,Low
0,0,4,10,2,7,113773,4,12,35,13,High
1,0,6,5,9,3,40489,3,35,53,47,Low
1,1,10,4,8,3,85738,10,36,34,42,Low
0,0,2,5,9,9,91994,5,18,23,93,High
1,1,10,4,10,7,39499,5,16,20,75,High
1,0,5,2,10,5,198247,3,22,34,82,Low
0,0,5,7,8,9,50631,2,31,33,55,High
0,1,5,9,7,2,164932,2,19,24,39,Low
1,1,7,2,1,3,90297,8,16,30,38,Low
1,0,3,2,10,2,66031,1,21,52,15,High
0,0,10,6,8,1,53167,3,36,41,39,Low
0,0,6,6,4,3,129722,10,15,53,39,Medium
1,0,2,4,3,6,41904,9,12,50,68,Medium
1,1,5,9,8,4,34769,2,34,30,12,Medium
0,1,9,9,4,7,81499,9,39,23,57,Low
1,0,4,3,6,8,44802,10,11,27,82,High
0,0,7,6,10,9,86786,5,30,36,94,High
1,0,8,3,4,6,80884,2,35,47,71,Low
0,0,2,7,3,6,96903,6,20,58,39,High
1,0,10,9,5,9,49922,7,28,49,25,Low
1,0,6,2,10,10,68959,6,16,23,21,Medium
0,1,6,9,2,9,105976,5,22,32,4,High
0,0,3,8,3,2,129334,5,16,58,29,High
0,1,2,10,7,8,189119,8,17,42,97,Low
1,0,7,1,1,7,152608,2,0,45,40,High
1,1,8,6,5,5,176365,5,39,23,92,Medium
1,0,5,3,2,8,187219,7,38,27,96,Medium
1,0,1,1,3,10,194423,5,0,33,28,Medium
1,0,4,2,7,7,73823,9,11,20,3,High
0,1,9,7,1,3,50822,9,21,53,85,Low
1,1,5,2,4,1,150547,7,30,57,33,High
0,0,7,10,8,4,104433,5,12,34,16,Medium
1,1,6,4,2,1,40640,8,14,53,16,Medium
0,1,10,9,2,8,117431,3,17,37,48,Low
0,0,2,7,7,4,70836,10,11,26,77,Low
0,0,2,10,10,9,136579,7,5,23,71,Medium
1,0,3,3,1,10,64769,2,17,30,17,High
0,0,9,7,10,9,108480,8,5,22,100,High
0,0,9,8,3,6,181529,1,7,38,16,High
1,1,10,1,6,8,44565,6,10,34,33,Medium
1,1,10,4,10,6,197645,2,39,26,22,High
0,0,3,7,3,9,72743,8,7,44,57,High
1,1,6,3,10,9,130067,9,24,42,34,High
1,1,8,8,3,7,49883,1,30,29,94,High
1,1,4,8,3,9,45797,3,23,44,9,Low
0,0,5,8,10,1,152416,8,27,27,65,Low
0,0,7,7,5,1,120859,7,1,41,28,High
0,0,1,9,7,4,179742,10,28,39,11,High
0,0,2,6,4,1,163423,9,37,36,6,High
1,1,5,1,3,4,108676,8,1,54,8,Low
0,0,4,6,5,5,145035,1,1,29,85,Medium
0,0,6,8,10,4,169147,8,3,48,19,Low
1,1,10,2,8,9,141973,2,21,53,78,High
0,1,8,9,7,3,93760,6,14,44,4,Low
1,0,2,9,5,1,130373,3,9,39,100,Low
0,1,9,6,7,10,196194,4,0,21,90,High
1,1,5,8,1,9,35062,5,33,35,69,High
1,0,9,5,3,9,43413,2,32,54,9,High
1,0,7,9,7,3,38326,5,10,28,81,Low
0,0,2,10,2,4,149977,3,29,47,49,Low
0,0,2,9,2,5,57826,2,35,21,97,High
1,1,3,4,3,7,40454,2,30,40,58,Low
1,1,5,9,10,7,33874,6,38,23,32,Medium
0,1,1,8,10,5,55997,5,2,55,95,Low
0,0,8,10,8,4,182115,8,38,51,10,Low
1,1,8,1,7,1,78192,4,28,56,66,Low
0,0,9,8,8,7,174397,10,36,53,55,Low
1,1,8,3,2,3,45155,3,7,57,30,High
0,0,1,7,2,10,149528,7,14,39,30,Medium
1,0,9,4,3,9,114151,5,17,23,55,High
1,0,9,1,7,6,141638,5,20,46,81,Medium
1,0,9,3,3,6,102593,5,18,53,59,Medium
1,0,4,10,6,10,88260,5,26,49,22,Low
1,1,10,10,3,5,100689,8,0,52,98,High
0,1,6,5,2,2,77880,8,15,38,33,High
0,0,2,7,1,2,155941,7,35,53,24,Low
1,1,6,4,5,10,37548,5,1,44,14,Low
1,0,6,1,3,1,138965,5,7,43,1,Low
1,0,7,2,1,4,73415,4,32,59,48,High
1,0,10,8,5,2,32535,2,10,55,47,Low
1,0,9,4,8,8,148970,1,27,43,95,High
1,0,4,4,3,1,32561,4,24,48,18,High
1,0,2,1,5,1,175642,3,8,22,58,High
0,0,1,8,4,4,114675,8,32,55,88,Medium
1,0,5,1,8,8,51636,7,29,56,58,Medium
1,0,9,9,8,6,33496,7,14,30,59,Low
0,0,9,7,5,9,74590,6,13,59,47,Medium
1,1,10,1,9,2,129839,10,12,22,11,Low
0,0,3,6,7,9,191905,5,21,54,67,Medium
0,1,4,9,4,4,192291,6,3,46,51,High
0,1,10,6,4,10,84950,2,1,28,72,Medium
1,0,9,4,9,7,166858,7,13,48,41,Low
1,0,4,3,6,2,198338,8,21,57,91,Low
1,0,10,6,3,6,33441,3,22,29,99,High
1,0,1,7,10,4,46934,10,13,55,44,Low
0,0,5,5,4,10,55247,3,32,26,74,Medium
0,0,2,10,4,6,152857,4,25,26,66,Low
1,0,6,1,6,2,113715,8,39,45,92,Low
1,0,7,4,4,7,197316,10,27,44,20,High
0,0,8,7,9,4,64658,6,23,40,16,Low
0,1,10,7,5,1,165081,7,17,24,55,Medium
0,0,7,6,3,1,133254,7,15,44,37,High
1,0,4,4,5,7,53840,4,31,26,24,Medium
0,1,8,10,9,9,94483,1,30,49,81,Low
0,1,9,8,2,2,70362,7,19,47,71,Medium
1,0,5,6,4,1,122429,2,5,28,48,Low
1,1,7,3,2,3,121556,3,15,37,68,Medium
1,1,7,3,6,4,56746,3,36,30,84,Medium
1,1,10,5,6,4,151598,7,38,30,84,High
0,0,1,6,7,8,123922,9,37,47,78,High
1,1,9,6,9,1,59291,10,0,38,100,High
0,0,9,7,7,5,151151,6,34,39,75,Medium
0,0,4,6,10,9,154908,3,16,56,87,Low
0,0,9,5,4,8,110578,10,39,49,38,High
1,0,10,6,9,4,91367,5,22,27,26,Low
1,1,4,7,7,10,153505,3,38,35,82,Medium
1,0,9,3,5,1,39541,9,17,37,9,Low
1,0,4,2,7,3,198241,8,5,55,26,Medium
1,1,5,2,1,3,182030,5,35,37,81,Medium
0,1,5,8,8,2,86751,9,16,52,79,Medium
1,0,3,6,6,1,47604,1,3,55,12,Medium
0,0,1,10,3,7,79394,6,34,45,90,Low
0,1,8,5,2,9,183214,10,30,21,88,Medium
1,0,1,2,5,4,59969,4,30,59,58,High
1,1,10,4,7,4,195033,5,22,24,64,Low
0,0,9,10,1,3,193293,7,26,48,11,Low
1,0,7,7,4,6,41504,4,39,32,3,Medium
